launch_id,creator_id,product_name,niche,product_type,price_usd,follower_tier,email_list_size,used_email_launch_sequence,number_of_launch_emails,ai_generated_emails,launch_duration_days,units_sold,gross_revenue_usd,cart_abandonment_rate,cart_recovery_rate,recovery_revenue_usd,total_revenue_usd,refund_rate,affiliate_partners,affiliate_revenue_usd,launch_date,platform_promoted_on
LNC0417,CRE0223,Exam Prep Kit,Education & Online Courses,Template,127,Micro,3223,True,6,False,14,121,15440.01,0.764,0.101,1191.41,16631.42,0.028,13,1851.76,2024-05-21,Twitter/X
LNC0418,CRE0208,Eco Swap Checklist,Sustainable Living,eBook,47,Micro,1471,False,0,False,3,54,2567.19,0.699,0.01,17.94,2585.13,0.064,12,342.09,2024-05-31,Substack
LNC0419,CRE0596,Mixing Template,Music & Audio Production,Course,197,Micro,11239,True,6,False,10,181,35748.03,0.731,0.045,1175.93,36923.96,0.018,4,5681.47,2025-12-21,Instagram
LNC0420,CRE0039,Learning Roadmap,Education & Online Courses,Bundle,17,Mid,14464,True,3,True,10,204,3470.42,0.764,0.081,214.76,3685.18,0.024,10,200.5,2025-08-31,Instagram
LNC0421,CRE0054,Learning Roadmap,Education & Online Courses,eBook,47,Mid,8346,True,4,True,10,93,4406.74,0.782,0.067,230.89,4637.63,0.014,15,110.57,2025-03-03,LinkedIn
LNC0422,CRE0508,Research Template,Education & Online Courses,Template,27,Mid,34249,True,3,False,7,971,26236.0,0.607,0.04,637.01,26873.01,0.043,17,5896.39,2024-09-01,Instagram
LNC0423,CRE0319,Itinerary Bundle,Travel & Adventure,Guide,127,Macro,30333,True,6,False,14,789,100244.87,0.589,0.069,4074.05,104318.92,0.07,2,8611.51,2026-02-03,YouTube
LNC0424,CRE0033,Pro Settings Pack,Gaming & Esports,Course,67,Macro,93114,True,3,False,7,3947,264454.09,0.588,0.071,11040.43,275494.52,0.042,4,54853.96,2024-12-22,YouTube
LNC0425,CRE0284,Camera Settings PDF,Photography & Videography,eBook,97,Mid,15286,False,0,False,10,519,50380.82,0.698,0.01,351.66,50732.48,0.023,18,8847.81,2024-06-14,Substack
LNC0426,CRE0486,Composition Guide,Photography & Videography,eBook,37,Micro,442,True,6,False,10,9,367.62,0.669,0.079,19.43,387.05,0.02,12,23.91,2025-09-12,TikTok
LNC0427,CRE0441,VS Code Setup Guide,Technology & Software,Course,37,Mid,26050,False,0,False,7,1293,47874.92,0.577,0.01,276.24,48151.16,0.038,10,149.91,2024-04-24,Substack
LNC0428,CRE0268,Lightroom Preset Pack,Photography & Videography,Preset Pack,97,Macro,93666,False,0,False,3,1474,143050.57,0.665,0.01,951.29,144001.86,0.043,20,36865.52,2024-09-09,TikTok
LNC0429,CRE0062,Options Playbook,Finance & Investing,Course,97,Mega,76401,True,3,False,14,2456,238256.37,0.566,0.036,4854.71,243111.08,0.05,5,26947.11,2025-01-16,TikTok
LNC0430,CRE0227,Vet Visit Checklist,Pet Care,eBook,17,Micro,3458,True,4,True,10,139,2376.23,0.699,0.088,146.17,2522.4,0.023,11,273.33,2024-07-28,Instagram
LNC0431,CRE0537,Science Course,Science & Space,Bundle,197,Mid,18242,True,3,True,3,817,161144.86,0.57,0.049,4500.78,165645.64,0.07,11,22306.43,2025-07-04,Substack
LNC0432,CRE0567,Financial Freedom Course,Finance & Investing,eBook,47,Nano,646,True,4,True,14,11,524.25,0.794,0.091,37.88,562.13,0.037,7,134.58,2025-09-03,TikTok
LNC0433,CRE0326,Budget Spreadsheet,Finance & Investing,Course,197,Micro,2827,True,7,True,7,36,7164.03,0.731,0.033,172.82,7336.85,0.061,3,1757.27,2025-04-23,YouTube
LNC0434,CRE0591,Sleep Schedule Guide,Parenting & Family,eBook,67,Mid,45239,True,3,True,5,1647,110350.93,0.605,0.066,4406.31,114757.24,0.055,10,24435.72,2024-05-23,Instagram
LNC0435,CRE0382,Budget Spreadsheet,Finance & Investing,Preset Pack,37,Mid,11432,False,0,False,14,151,5604.05,0.782,0.01,43.82,5647.87,0.027,16,1296.25,2024-11-30,YouTube
LNC0436,CRE0224,Budget Spreadsheet,Finance & Investing,eBook,67,Mid,41809,True,4,False,7,1095,73412.45,0.755,0.05,2771.32,76183.77,0.043,16,6910.37,2024-08-21,YouTube
LNC0437,CRE0545,Game Guide PDF,Gaming & Esports,eBook,27,Mid,30913,True,3,False,5,1018,27491.69,0.64,0.045,791.76,28283.45,0.016,12,3171.65,2024-06-18,Substack
LNC0438,CRE0521,Flight Deal Tracker,Travel & Adventure,eBook,17,Mid,53200,True,5,True,7,534,9081.35,0.748,0.083,563.81,9645.16,0.076,3,900.66,2024-07-11,LinkedIn
LNC0439,CRE0552,Chord Progression PDF,Music & Audio Production,Course,127,Mid,13697,True,7,True,7,621,78916.14,0.576,0.033,1500.04,80416.18,0.053,13,9045.97,2025-08-22,TikTok
LNC0440,CRE0141,Vocabulary Flash Cards,Language Learning,Bundle,17,Micro,1510,False,0,False,5,32,555.96,0.594,0.01,3.3,559.26,0.039,10,150.92,2025-12-22,Twitter/X
LNC0441,CRE0042,Confidence Course,Personal Development,Preset Pack,97,Mid,12847,False,0,False,3,394,38312.59,0.596,0.01,228.34,38540.93,0.05,13,1008.69,2025-04-14,TikTok
LNC0442,CRE0413,Mixing Template,Music & Audio Production,Preset Pack,197,Macro,27954,False,0,False,10,1116,220047.85,0.699,0.01,1538.13,221585.98,0.035,10,13886.96,2024-05-12,TikTok
LNC0443,CRE0196,Sustainability Tracker,Sustainable Living,Template,67,Micro,1126,True,5,True,7,38,2568.72,0.609,0.09,140.79,2709.51,0.018,6,673.2,2025-09-18,YouTube
LNC0444,CRE0527,Activity Ideas Bundle,Parenting & Family,Guide,197,Micro,8529,True,5,False,3,293,57752.37,0.573,0.074,2448.82,60201.19,0.053,11,14758.78,2025-11-13,YouTube
LNC0445,CRE0044,Improv Exercise Pack,Comedy & Entertainment,Course,27,Mid,12628,True,3,True,7,555,14986.97,0.751,0.045,506.48,15493.45,0.017,14,246.36,2024-08-19,TikTok
LNC0446,CRE0010,Note-Taking Bundle,Education & Online Courses,Guide,127,Mid,10260,True,3,True,7,438,55700.25,0.649,0.057,2060.52,57760.77,0.071,19,12735.14,2025-06-01,Instagram
LNC0447,CRE0435,Exam Prep Kit,Education & Online Courses,Bundle,127,Nano,919,True,6,True,3,17,2167.61,0.659,0.097,138.56,2306.17,0.066,8,387.58,2026-01-20,Instagram
LNC0448,CRE0008,Script Template,Comedy & Entertainment,eBook,297,Macro,95962,False,0,False,14,4566,1356199.79,0.624,0.01,8462.69,1364662.48,0.069,3,9445.78,2026-01-04,YouTube
LNC0449,CRE0143,Experiment Bundle,Science & Space,Template,67,Micro,311,True,3,True,14,7,527.88,0.671,0.059,20.9,548.78,0.01,10,0.55,2025-09-15,Instagram
LNC0450,CRE0507,Colour Analysis Guide,Beauty & Fashion,eBook,97,Micro,2910,True,3,True,7,45,4440.09,0.659,0.047,137.52,4577.61,0.051,2,1051.76,2025-12-05,YouTube
LNC0451,CRE0593,Family Budget Sheet,Parenting & Family,Course,47,Mid,20071,False,0,False,10,835,39248.25,0.556,0.01,218.22,39466.47,0.018,1,6789.62,2025-05-31,Instagram
LNC0452,CRE0244,Grammar Cheat Sheet,Language Learning,Course,97,Mid,45718,False,0,False,10,1537,149158.19,0.744,0.01,1109.74,150267.93,0.056,7,43104.24,2024-04-11,Instagram
LNC0453,CRE0362,City Guide Pack,Travel & Adventure,Preset Pack,47,Mid,13923,False,0,False,14,277,13038.32,0.693,0.01,90.36,13128.68,0.021,1,3302.76,2025-09-02,TikTok
LNC0454,CRE0432,Phrase Book PDF,Language Learning,Guide,127,Mid,11496,True,3,False,7,242,30756.8,0.586,0.04,720.94,31477.74,0.053,8,8181.06,2025-05-19,Substack
LNC0455,CRE0582,Lightroom Preset Pack,Photography & Videography,eBook,297,Mega,254459,True,7,False,3,10622,3154944.52,0.777,0.081,198562.74,3353507.26,0.063,1,536412.67,2024-08-02,Instagram
LNC0456,CRE0463,Chore Chart Template,Parenting & Family,Bundle,27,Mid,4980,True,6,False,14,123,3345.79,0.75,0.084,210.78,3556.57,0.012,2,998.68,2025-06-15,Instagram
LNC0457,CRE0372,Eco Swap Checklist,Sustainable Living,Preset Pack,97,Mid,11543,True,6,True,3,406,39474.57,0.684,0.086,2322.05,41796.62,0.022,5,6721.82,2025-04-23,LinkedIn
LNC0458,CRE0428,Business Plan Template,Business & Entrepreneurship,Template,47,Mega,231227,True,7,True,7,3797,178504.79,0.769,0.032,4392.65,182897.44,0.037,1,27300.34,2024-04-13,Instagram
LNC0459,CRE0559,Skincare Routine PDF,Beauty & Fashion,Guide,197,Mid,38159,True,5,False,14,905,178333.77,0.799,0.108,15388.78,193722.55,0.064,11,35853.91,2024-12-07,LinkedIn
LNC0460,CRE0531,Joke Writing Guide,Comedy & Entertainment,Guide,37,Mid,18434,False,0,False,10,478,17688.95,0.579,0.01,102.42,17791.37,0.021,4,2422.72,2025-12-17,Twitter/X
LNC0461,CRE0524,Itinerary Bundle,Travel & Adventure,Template,67,Mega,283226,False,0,False,7,5599,375184.79,0.79,0.01,2963.96,378148.75,0.025,9,78787.54,2025-03-07,Twitter/X
LNC0462,CRE0015,Vocal Warm-Up Guide,Music & Audio Production,Course,27,Micro,1562,True,3,True,5,27,755.34,0.554,0.043,17.99,773.33,0.048,8,28.9,2026-01-03,TikTok
LNC0463,CRE0439,Pet First Aid Guide,Pet Care,Template,27,Micro,825,True,6,True,7,31,858.71,0.794,0.036,24.55,883.26,0.062,5,62.64,2024-08-19,LinkedIn
LNC0464,CRE0598,Sample Pack,Music & Audio Production,Template,127,Micro,5165,False,0,False,5,150,19086.77,0.771,0.01,147.16,19233.93,0.037,4,2017.82,2025-03-18,YouTube
LNC0465,CRE0484,Improv Exercise Pack,Comedy & Entertainment,Bundle,27,Macro,37936,True,6,False,3,1720,46445.43,0.798,0.052,1927.3,48372.73,0.057,4,1148.54,2025-04-20,LinkedIn
LNC0466,CRE0164,Lab Notebook Template,Science & Space,Guide,67,Mid,10707,False,0,False,10,534,35799.09,0.566,0.01,202.62,36001.71,0.038,13,3424.79,2024-04-08,Substack
LNC0467,CRE0041,Astronomy Guide PDF,Science & Space,eBook,297,Mid,35981,True,4,False,3,669,198855.86,0.652,0.102,13224.71,212080.57,0.027,15,10293.07,2024-06-19,Instagram
LNC0468,CRE0177,Style Bundle,Beauty & Fashion,Bundle,67,Mega,263389,False,0,False,14,12375,829190.26,0.686,0.01,5688.25,834878.51,0.062,1,66039.38,2024-08-03,Substack
LNC0469,CRE0243,Learning Roadmap,Education & Online Courses,eBook,37,Mega,188724,True,5,False,14,5349,197942.63,0.587,0.043,4996.27,202938.9,0.035,2,2122.49,2025-10-08,LinkedIn
LNC0470,CRE0286,Exam Prep Kit,Education & Online Courses,Preset Pack,97,Micro,6438,True,5,True,3,300,29164.97,0.724,0.079,1668.12,30833.09,0.02,18,492.87,2024-12-25,YouTube
LNC0471,CRE0124,Stream Setup Checklist,Gaming & Esports,Bundle,47,Mid,27298,True,5,True,5,343,16151.34,0.657,0.056,594.24,16745.58,0.055,10,3734.71,2024-11-19,TikTok
LNC0472,CRE0066,Zero-Waste Starter Guide,Sustainable Living,Template,27,Micro,5936,False,0,False,7,83,2243.07,0.791,0.01,17.74,2260.81,0.048,6,512.59,2024-08-27,Substack
LNC0473,CRE0290,Editing Course,Photography & Videography,eBook,37,Micro,4057,True,3,True,3,72,2699.55,0.694,0.103,192.97,2892.52,0.075,9,752.75,2024-07-05,YouTube
LNC0474,CRE0558,Science Course,Science & Space,Bundle,67,Macro,40704,True,5,True,10,425,28501.86,0.566,0.048,774.34,29276.2,0.025,11,4724.88,2024-09-19,Substack
LNC0475,CRE0578,Colour Palette Pack,Home Decor & Interior Design,Course,47,Macro,35925,True,3,True,14,640,30083.09,0.561,0.064,1080.1,31163.19,0.075,6,3641.82,2024-06-29,YouTube
LNC0476,CRE0247,Colour Analysis Guide,Beauty & Fashion,Preset Pack,47,Mid,27560,True,4,True,3,421,19824.49,0.799,0.077,1219.66,21044.15,0.032,1,5826.96,2025-09-11,Substack
LNC0477,CRE0359,Exam Prep Kit,Education & Online Courses,Bundle,67,Mid,20576,True,4,False,7,774,51902.2,0.722,0.042,1573.88,53476.08,0.012,3,2189.79,2025-03-05,YouTube
LNC0478,CRE0335,Experiment Bundle,Science & Space,Preset Pack,17,Micro,2439,True,5,False,3,87,1482.39,0.667,0.081,80.09,1562.48,0.025,8,20.7,2025-08-29,Twitter/X
LNC0479,CRE0413,Investment Tracker,Finance & Investing,Guide,47,Macro,97755,True,5,True,5,3476,163372.01,0.553,0.11,9937.92,173309.93,0.067,7,35015.16,2025-10-19,Twitter/X
LNC0480,CRE0404,Study Cards Pack,Science & Space,Template,47,Mid,5577,True,3,False,5,65,3100.88,0.758,0.04,94.02,3194.9,0.068,12,632.02,2025-04-28,LinkedIn
LNC0481,CRE0277,Meal Prep Guide,Food & Cooking,Preset Pack,27,Mid,7085,False,0,False,5,91,2468.31,0.645,0.01,15.92,2484.23,0.012,4,538.22,2024-05-15,Twitter/X
LNC0482,CRE0018,Portfolio Template,Photography & Videography,eBook,67,Mid,10516,False,0,False,3,440,29535.36,0.716,0.01,211.47,29746.83,0.076,20,7537.43,2025-04-08,Instagram
LNC0483,CRE0065,Exam Prep Kit,Education & Online Courses,Guide,197,Mid,17854,False,0,False,7,594,117139.29,0.73,0.01,855.12,117994.41,0.025,10,6132.51,2025-04-17,YouTube
LNC0484,CRE0054,Note-Taking Bundle,Education & Online Courses,Bundle,47,Mid,49194,True,7,True,5,1004,47222.32,0.595,0.095,2669.24,49891.56,0.052,20,9166.85,2025-01-14,Substack
LNC0485,CRE0044,Skincare Routine PDF,Beauty & Fashion,Course,67,Mid,14290,True,6,False,3,260,17438.34,0.771,0.098,1317.61,18755.95,0.074,15,2347.49,2025-03-17,YouTube
LNC0486,CRE0570,Vet Visit Checklist,Pet Care,eBook,27,Micro,1016,True,5,True,10,40,1105.07,0.578,0.104,66.43,1171.5,0.064,15,99.06,2024-10-14,Substack
LNC0487,CRE0514,Investment Tracker,Finance & Investing,eBook,197,Macro,89331,True,4,True,5,2050,403991.89,0.762,0.085,26166.55,430158.44,0.055,2,15044.9,2025-05-02,Substack
LNC0488,CRE0377,Capsule Wardrobe Guide,Beauty & Fashion,eBook,127,Micro,7173,True,6,False,5,344,43780.24,0.798,0.03,1048.1,44828.34,0.071,4,4945.98,2025-02-05,Instagram
LNC0489,CRE0319,Goal Setting Workbook,Personal Development,Bundle,67,Micro,3744,False,0,False,7,184,12346.42,0.569,0.01,70.25,12416.67,0.021,11,403.33,2025-09-11,LinkedIn
LNC0490,CRE0269,Style Bundle,Beauty & Fashion,Guide,197,Mid,44957,True,6,False,7,980,193108.93,0.782,0.106,16007.19,209116.12,0.056,0,16778.67,2025-04-25,LinkedIn
LNC0491,CRE0294,Accent Reduction Guide,Language Learning,Guide,127,Micro,3792,True,7,False,14,69,8850.16,0.685,0.064,387.99,9238.15,0.014,11,543.39,2025-09-09,YouTube
LNC0492,CRE0387,Accent Reduction Guide,Language Learning,Preset Pack,127,Micro,1000,False,0,False,14,36,4680.55,0.607,0.01,28.41,4708.96,0.036,12,1016.25,2025-05-21,LinkedIn
LNC0493,CRE0013,Science Course,Science & Space,Template,37,Mid,40145,True,6,True,7,1936,71639.77,0.562,0.096,3865.11,75504.88,0.036,17,4097.06,2025-10-28,Instagram
LNC0494,CRE0190,Study Schedule,Language Learning,Template,17,Mid,26122,True,3,True,5,869,14777.27,0.695,0.106,1088.64,15865.91,0.062,19,3627.68,2025-11-07,TikTok
LNC0495,CRE0203,Dev Roadmap PDF,Technology & Software,Bundle,27,Macro,67280,True,6,False,3,2727,73646.96,0.687,0.09,4553.59,78200.55,0.055,18,7586.49,2026-01-11,YouTube
LNC0496,CRE0363,Dev Roadmap PDF,Technology & Software,Bundle,297,Macro,85276,True,7,True,7,1457,432780.83,0.591,0.064,16369.5,449150.33,0.022,15,45253.12,2025-05-17,YouTube
LNC0497,CRE0323,Journal Prompts PDF,Personal Development,Preset Pack,67,Mid,17381,True,7,True,10,618,41445.29,0.751,0.035,1089.39,42534.68,0.027,3,1975.84,2025-08-08,Instagram
LNC0498,CRE0284,Pitch Deck Kit,Business & Entrepreneurship,Template,97,Mid,15490,True,4,False,5,453,44035.08,0.61,0.051,1369.93,45405.01,0.072,16,4182.22,2025-09-22,YouTube
LNC0499,CRE0479,Experiment Bundle,Science & Space,eBook,67,Mid,11652,True,7,False,3,260,17457.24,0.795,0.061,846.59,18303.83,0.032,9,3581.31,2024-11-05,LinkedIn
LNC0500,CRE0238,Itinerary Bundle,Travel & Adventure,Bundle,27,Micro,1621,True,3,True,7,44,1199.93,0.774,0.058,53.87,1253.8,0.032,12,18.68,2025-09-28,Substack
LNC0501,CRE0080,Ranking Course,Gaming & Esports,Preset Pack,27,Micro,1773,True,4,False,7,59,1615.5,0.594,0.063,60.46,1675.96,0.063,15,184.28,2024-11-05,Twitter/X
LNC0502,CRE0063,Storytelling Course,Comedy & Entertainment,eBook,97,Macro,45530,True,4,False,5,1056,102516.4,0.704,0.105,7578.01,110094.41,0.036,2,5199.76,2024-09-09,YouTube
LNC0503,CRE0092,Portfolio Template,Photography & Videography,Template,297,Micro,2763,True,7,True,7,131,38921.24,0.67,0.036,938.78,39860.02,0.075,18,10548.05,2024-09-02,Twitter/X
LNC0504,CRE0112,Clip Editing Template,Gaming & Esports,Preset Pack,17,Micro,1618,False,0,False,5,65,1113.2,0.591,0.01,6.58,1119.78,0.02,16,279.13,2024-08-13,Substack
LNC0505,CRE0096,Vocal Warm-Up Guide,Music & Audio Production,Guide,67,Mid,16223,True,5,False,10,645,43273.73,0.63,0.054,1472.17,44745.9,0.013,18,12771.65,2024-07-08,Instagram
LNC0506,CRE0590,Confidence Course,Personal Development,Template,297,Micro,3913,False,0,False,10,48,14379.62,0.769,0.01,110.58,14490.2,0.073,4,1572.18,2024-08-17,Substack
LNC0507,CRE0131,Storytelling Course,Comedy & Entertainment,Bundle,17,Mid,17979,False,0,False,10,402,6849.67,0.741,0.01,50.76,6900.43,0.027,13,1493.04,2024-06-25,LinkedIn
LNC0508,CRE0594,Dev Roadmap PDF,Technology & Software,Preset Pack,67,Mid,38549,True,3,False,7,1688,113111.56,0.74,0.105,8788.77,121900.33,0.035,7,29792.79,2024-11-25,Instagram
LNC0509,CRE0081,Lightroom Preset Pack,Photography & Videography,Preset Pack,17,Mid,10402,True,6,False,10,265,4512.6,0.789,0.031,110.37,4622.97,0.066,9,565.08,2024-10-29,YouTube
LNC0510,CRE0267,Chore Chart Template,Parenting & Family,Course,17,Mid,21521,True,5,False,5,356,6056.55,0.773,0.095,444.76,6501.31,0.01,7,469.01,2024-07-28,Instagram
LNC0511,CRE0506,Storytelling Course,Comedy & Entertainment,Course,27,Mid,31707,False,0,False,5,797,21522.36,0.618,0.01,133.01,21655.37,0.039,12,3932.94,2026-02-13,TikTok
LNC0512,CRE0190,Furniture Layout PDF,Home Decor & Interior Design,Preset Pack,67,Mid,44368,True,6,True,5,1377,92308.09,0.704,0.085,5523.72,97831.81,0.061,0,27379.19,2025-04-12,Substack
LNC0513,CRE0447,Business Plan Template,Business & Entrepreneurship,Bundle,97,Micro,8648,True,6,False,5,415,40260.79,0.59,0.076,1805.29,42066.08,0.063,20,3711.17,2024-08-19,Instagram
LNC0514,CRE0114,Joke Writing Guide,Comedy & Entertainment,Bundle,127,Mega,41131,True,4,False,7,1301,165348.2,0.784,0.107,13870.73,179218.93,0.014,15,41046.15,2024-11-22,YouTube
LNC0515,CRE0594,Makeup Masterclass,Beauty & Fashion,Guide,297,Mid,34684,True,5,False,3,697,207101.27,0.726,0.07,10524.89,217626.16,0.025,8,18633.35,2025-09-18,TikTok
LNC0516,CRE0019,Colour Palette Pack,Home Decor & Interior Design,eBook,47,Micro,4529,True,7,False,14,69,3248.44,0.66,0.1,214.4,3462.84,0.028,14,808.46,2024-08-01,Twitter/X
LNC0517,CRE0520,Exam Prep Kit,Education & Online Courses,Preset Pack,197,Macro,63228,True,3,True,5,1494,294400.42,0.62,0.055,10039.05,304439.47,0.032,5,5276.79,2024-04-02,Twitter/X
LNC0518,CRE0191,Investment Tracker,Finance & Investing,eBook,17,Mid,24245,False,0,False,3,425,7236.33,0.647,0.01,46.82,7283.15,0.011,18,1886.37,2025-02-25,Substack
LNC0519,CRE0111,Lightroom Preset Pack,Photography & Videography,eBook,297,Mid,39311,True,7,True,3,1712,508642.11,0.725,0.087,32082.6,540724.71,0.055,3,12213.37,2025-02-22,TikTok
LNC0520,CRE0249,Cold Email Scripts,Business & Entrepreneurship,Bundle,47,Micro,8795,True,6,False,3,153,7225.3,0.57,0.056,230.63,7455.93,0.022,8,259.85,2024-06-12,LinkedIn
LNC0521,CRE0416,Pitch Deck Kit,Business & Entrepreneurship,Bundle,47,Mid,3712,False,0,False,10,81,3841.41,0.8,0.01,30.73,3872.14,0.075,15,199.2,2025-09-04,Twitter/X
LNC0522,CRE0009,Plant-Based Recipe Book,Sustainable Living,Bundle,37,Macro,45858,False,0,False,10,762,28230.12,0.683,0.01,192.81,28422.93,0.035,8,1437.81,2025-12-21,Substack
LNC0523,CRE0183,Goal Setting Workbook,Personal Development,Preset Pack,27,Macro,16320,False,0,False,10,275,7449.34,0.702,0.01,52.29,7501.63,0.016,4,1649.12,2024-11-05,YouTube
LNC0524,CRE0202,VS Code Setup Guide,Technology & Software,Preset Pack,197,Mid,45790,True,6,True,14,2114,416463.93,0.68,0.076,21522.86,437986.79,0.064,3,102317.46,2024-06-24,TikTok
LNC0525,CRE0547,City Guide Pack,Travel & Adventure,Preset Pack,197,Micro,3240,True,6,False,10,86,16977.65,0.615,0.051,532.5,17510.15,0.019,6,2565.73,2024-03-31,Twitter/X
LNC0526,CRE0354,Vet Visit Checklist,Pet Care,eBook,47,Micro,4695,True,5,False,5,167,7857.66,0.58,0.061,278.0,8135.66,0.079,6,1775.1,2025-08-07,Twitter/X
LNC0527,CRE0156,Game Guide PDF,Gaming & Esports,Bundle,297,Mid,14757,False,0,False,14,513,152611.37,0.732,0.01,1117.12,153728.49,0.012,3,522.26,2025-06-17,TikTok
LNC0528,CRE0445,Ranking Course,Gaming & Esports,Preset Pack,127,Mega,316990,True,4,True,14,15290,1941837.14,0.666,0.102,131912.88,2073750.02,0.024,9,493977.37,2025-01-10,Substack
LNC0529,CRE0592,VS Code Setup Guide,Technology & Software,Template,127,Micro,2346,True,3,False,5,56,7124.13,0.799,0.092,523.68,7647.81,0.045,1,1796.93,2024-10-08,Twitter/X
LNC0530,CRE0267,Baking Masterclass,Food & Cooking,Course,197,Micro,2203,True,3,False,7,44,8692.43,0.787,0.034,232.59,8925.02,0.062,14,1013.43,2024-12-18,Substack
LNC0531,CRE0206,Content Calendar,Comedy & Entertainment,Guide,127,Mid,14714,True,3,False,7,621,78899.34,0.754,0.108,6424.93,85324.27,0.042,10,23292.52,2025-12-08,TikTok
LNC0532,CRE0444,Editing Course,Photography & Videography,Template,127,Mid,31389,False,0,False,5,479,60868.42,0.679,0.01,413.3,61281.72,0.036,20,3060.7,2025-09-07,TikTok
LNC0533,CRE0236,Furniture Layout PDF,Home Decor & Interior Design,eBook,27,Micro,1460,True,3,False,14,46,1268.57,0.614,0.105,81.78,1350.35,0.059,14,174.8,2026-01-02,Twitter/X
LNC0534,CRE0105,Goal Setting Workbook,Personal Development,eBook,297,Micro,4291,True,5,False,3,113,33799.75,0.576,0.056,1090.24,34889.99,0.053,19,6729.92,2025-01-10,YouTube
LNC0535,CRE0377,Mixing Template,Music & Audio Production,Course,17,Mid,8279,True,3,True,3,323,5506.2,0.691,0.099,376.67,5882.87,0.06,16,115.46,2024-12-30,YouTube
LNC0536,CRE0285,Script Template,Comedy & Entertainment,Course,47,Macro,53483,True,3,False,3,2605,122440.14,0.558,0.098,6695.52,129135.66,0.021,0,35164.07,2024-08-20,LinkedIn
LNC0537,CRE0047,Accent Reduction Guide,Language Learning,Preset Pack,47,Mid,5899,True,3,False,5,129,6092.32,0.649,0.031,122.57,6214.89,0.048,5,1146.72,2024-03-22,Twitter/X
LNC0538,CRE0084,Dog Training Guide,Pet Care,Template,127,Mid,47702,True,6,True,14,988,125530.14,0.57,0.033,2361.22,127891.36,0.018,14,6142.02,2024-03-25,Instagram
LNC0539,CRE0500,Sample Pack,Music & Audio Production,eBook,197,Mid,41254,False,0,False,5,1757,346185.71,0.649,0.01,2246.75,348432.46,0.063,20,44375.23,2024-11-25,Instagram
LNC0540,CRE0143,Mixing Template,Music & Audio Production,Preset Pack,67,Micro,2801,False,0,False,7,138,9282.74,0.592,0.01,54.95,9337.69,0.054,0,1449.61,2024-05-16,Substack
LNC0541,CRE0035,Budget Spreadsheet,Finance & Investing,Template,47,Micro,2033,True,5,False,14,86,4081.77,0.67,0.032,87.51,4169.28,0.067,18,426.56,2024-12-16,Twitter/X
LNC0542,CRE0044,Grammar Cheat Sheet,Language Learning,Template,37,Micro,5489,False,0,False,14,62,2298.85,0.604,0.01,13.89,2312.74,0.027,15,433.92,2024-03-23,LinkedIn
LNC0543,CRE0162,Style Bundle,Beauty & Fashion,Preset Pack,27,Micro,2541,False,0,False,7,37,1021.18,0.726,0.01,7.41,1028.59,0.052,8,228.24,2025-06-29,Instagram
LNC0544,CRE0167,Zero-Waste Starter Guide,Sustainable Living,Bundle,47,Micro,7026,True,6,False,10,294,13845.25,0.677,0.036,337.44,14182.69,0.018,16,3380.86,2025-09-15,Twitter/X
LNC0545,CRE0095,Grammar Cheat Sheet,Language Learning,Guide,297,Micro,5201,False,0,False,3,76,22722.16,0.621,0.01,141.1,22863.26,0.075,15,2844.26,2024-07-30,LinkedIn
LNC0546,CRE0326,Beat Making Course,Music & Audio Production,Guide,47,Mid,18389,True,3,False,10,828,38925.16,0.696,0.03,812.76,39737.92,0.033,16,7970.32,2025-12-07,YouTube
LNC0547,CRE0398,Ranking Course,Gaming & Esports,Template,17,Micro,478,True,6,True,3,21,359.06,0.752,0.038,10.26,369.32,0.069,17,91.38,2025-05-17,LinkedIn
LNC0548,CRE0552,Vocabulary Flash Cards,Language Learning,eBook,27,Micro,902,True,4,False,7,20,548.21,0.636,0.037,12.9,561.11,0.035,12,49.63,2024-10-10,Substack
LNC0549,CRE0354,City Guide Pack,Travel & Adventure,Course,297,Mid,29430,True,5,True,5,857,254709.13,0.672,0.039,6675.42,261384.55,0.044,3,23976.89,2025-02-25,Twitter/X
LNC0550,CRE0191,Itinerary Bundle,Travel & Adventure,Guide,67,Micro,8162,False,0,False,14,130,8769.49,0.689,0.01,60.42,8829.91,0.034,12,1566.14,2025-03-29,YouTube
LNC0551,CRE0252,Editing Course,Photography & Videography,Preset Pack,37,Mega,248669,True,6,False,14,3589,132828.28,0.708,0.107,10062.54,142890.82,0.014,17,10922.04,2024-07-18,Twitter/X
LNC0552,CRE0456,Science Course,Science & Space,Bundle,197,Mid,12800,False,0,False,7,553,108956.64,0.7,0.01,762.7,109719.34,0.073,6,13095.75,2026-01-02,Twitter/X
LNC0553,CRE0313,Confidence Course,Personal Development,Guide,297,Nano,734,True,7,True,10,28,8412.0,0.788,0.062,410.98,8822.98,0.053,0,961.09,2025-11-27,Instagram
LNC0554,CRE0171,Habit Tracker Notion,Personal Development,Guide,47,Mega,75860,True,6,False,3,3168,148904.35,0.757,0.055,6199.63,155103.98,0.03,19,41316.4,2025-04-01,Substack
LNC0555,CRE0181,Habit Tracker Notion,Personal Development,Guide,67,Mid,47524,True,4,False,14,731,49004.12,0.669,0.062,2032.59,51036.71,0.03,9,11370.14,2026-01-15,Twitter/X
