creator_id,username,niche,primary_platform,secondary_platform,follower_count,follower_tier,engagement_rate,monthly_revenue_usd,years_active,email_list_size,country,audience_age_group,audience_gender_primary,posts_per_week,joined_date
CRE0521,lindsay29,Personal Development,TikTok,LinkedIn,87421,Micro,0.0603,854.07,3.6,8065,Cuba,25-34,Female,2.1,2022-07-01
CRE0522,thawkins,Home Decor & Interior Design,Twitter/X,TikTok,258331,Mid,0.0174,3137.7,4.2,30013,Switzerland,25-34,Female,5.7,2019-12-11
CRE0523,kbrown,Business & Entrepreneurship,TikTok,LinkedIn,4499069,Mega,0.0539,59956.43,3.6,377675,Reunion,25-34,Female,1.7,2021-04-29
CRE0524,nicholas13,Sustainable Living,YouTube,Substack,289666,Mid,0.0353,3061.14,3.8,15505,Libyan Arab Jamahiriya,45+,Mixed,5.9,2022-05-27
CRE0525,david93,Personal Development,Substack,Instagram,236072,Mid,0.4744,7046.86,3.2,6344,Martinique,35-44,Male,4.8,2022-03-18
CRE0526,qbell,Technology & Software,TikTok,Substack,93747,Micro,0.0653,1760.88,2.0,9528,Turkmenistan,18-24,Mixed,5.5,2024-04-25
CRE0527,figueroaemily,Parenting & Family,TikTok,LinkedIn,859120,Macro,0.0644,12682.83,1.2,81965,Swaziland,25-34,Female,1.8,2021-05-16
CRE0528,rachelhampton,Music & Audio Production,LinkedIn,Instagram,185474,Mid,0.0193,669.16,4.3,23760,Venezuela,18-24,Male,3.8,2019-01-27
CRE0529,fowlerrobert,Food & Cooking,Instagram,Twitter/X,751405,Macro,0.0257,3202.04,7.2,73408,Armenia,35-44,Female,5.3,2018-07-16
CRE0530,meganchandler,Food & Cooking,Instagram,LinkedIn,28659,Micro,0.0481,376.92,1.4,1058,Germany,18-24,Male,5.1,2019-06-21
CRE0531,perezmichael,Travel & Adventure,YouTube,Substack,497061,Mid,0.0328,1536.66,4.9,40252,Northern Mariana Islands,35-44,Female,1.4,2025-09-14
CRE0532,april03,Finance & Investing,YouTube,TikTok,415512,Mid,0.0433,2413.87,1.9,27298,Montenegro,18-24,Female,6.1,2021-04-30
CRE0533,joseph15,Music & Audio Production,TikTok,YouTube,75619,Micro,0.0648,878.46,1.2,7195,Panama,18-24,Mixed,2.3,2020-05-13
CRE0534,carlossingleton,Home Decor & Interior Design,Instagram,YouTube,781608,Macro,0.0208,1929.24,7.4,109160,Malaysia,45+,Male,5.2,2020-04-17
CRE0535,rachelrose,Language Learning,Substack,Twitter/X,1758533,Mega,0.6433,81576.14,2.2,60968,Chad,35-44,Female,3.8,2024-01-17
CRE0536,hansonjason,Beauty & Fashion,LinkedIn,YouTube,469481,Mid,0.0068,2448.22,1.1,39522,Mayotte,45+,Male,3.7,2021-09-18
CRE0537,daviskathleen,Language Learning,Instagram,Twitter/X,252352,Mid,0.046,3893.51,7.5,17101,Palau,18-24,Mixed,3.9,2019-05-25
CRE0538,nprice,Comedy & Entertainment,LinkedIn,Instagram,454690,Mid,0.0243,1610.8,3.5,50177,Costa Rica,18-24,Mixed,6.6,2020-02-10
CRE0539,jacksonjoshua,Travel & Adventure,TikTok,Instagram,2420324,Mega,0.0707,24966.16,6.8,276585,Montserrat,35-44,Mixed,5.6,2024-11-15
CRE0540,huntermichael,Business & Entrepreneurship,Substack,Twitter/X,686697,Macro,0.6976,37015.65,7.6,101890,North Macedonia,35-44,Female,5.6,2019-06-06
CRE0541,ssnow,Food & Cooking,TikTok,YouTube,221017,Mid,0.0533,1015.11,6.7,18732,Iraq,18-24,Female,3.3,2021-11-19
CRE0542,janice34,Beauty & Fashion,TikTok,Substack,150506,Mid,0.053,2211.03,6.3,18520,Bhutan,25-34,Male,5.0,2023-09-19
CRE0543,williamlawrence,Personal Development,TikTok,Twitter/X,383392,Mid,0.0174,1042.43,7.1,13605,Austria,45+,Male,6.1,2023-03-07
CRE0544,newmanmichael,Language Learning,YouTube,TikTok,5965,Nano,0.0314,85.02,4.2,223,Cape Verde,45+,Male,5.6,2024-08-06
CRE0545,johnsonvictoria,Sustainable Living,Substack,Twitter/X,382796,Mid,0.3121,16632.42,0.9,20763,French Southern Territories,45+,Mixed,5.1,2021-05-29
CRE0546,iacosta,Parenting & Family,YouTube,LinkedIn,1739,Nano,0.034,7.65,3.1,202,Saint Lucia,18-24,Mixed,3.0,2019-04-23
CRE0547,wmckenzie,Science & Space,TikTok,LinkedIn,2727757,Mega,0.0443,17618.77,4.9,377386,Faroe Islands,18-24,Male,1.7,2020-02-14
CRE0548,paul25,Finance & Investing,Twitter/X,LinkedIn,70412,Micro,0.0271,767.65,4.8,9659,Macao,35-44,Female,5.2,2024-10-23
CRE0549,daniellematthews,Finance & Investing,TikTok,Instagram,61157,Micro,0.0564,658.41,3.0,5220,Suriname,35-44,Female,4.7,2022-04-17
CRE0550,marie53,Science & Space,Instagram,Substack,139489,Mid,0.0393,2021.54,2.1,7597,Azerbaijan,35-44,Mixed,3.4,2020-10-01
CRE0551,projas,Travel & Adventure,Substack,Twitter/X,549667,Macro,0.3596,19362.04,4.1,25980,Dominican Republic,18-24,Mixed,5.9,2023-11-17
CRE0552,beverlyclark,Home Decor & Interior Design,LinkedIn,Twitter/X,264287,Mid,0.0217,1286.8,2.4,22992,Malta,25-34,Female,4.8,2024-01-03
CRE0553,tannerkimberly,Gaming & Esports,Twitter/X,Substack,446452,Mid,0.0296,3860.98,6.6,58423,Honduras,45+,Mixed,5.4,2018-11-21
CRE0554,ltyler,Personal Development,Instagram,LinkedIn,29365,Micro,0.0309,169.27,6.8,2153,Montserrat,18-24,Mixed,2.2,2022-11-04
CRE0555,emorton,Business & Entrepreneurship,TikTok,Instagram,234451,Mid,0.0549,1592.42,1.9,12174,Saint Martin,35-44,Male,3.9,2023-02-09
CRE0556,knightdawn,Science & Space,Substack,Instagram,605901,Macro,0.3586,9985.36,0.7,74318,Wallis and Futuna,35-44,Mixed,4.3,2025-06-11
CRE0557,jrichardson,Technology & Software,Substack,TikTok,110437,Mid,0.7203,4655.54,7.0,15138,Hong Kong,45+,Male,5.0,2019-03-25
CRE0558,piercejulie,Comedy & Entertainment,Substack,Twitter/X,623753,Macro,0.548,12608.05,7.5,54799,Latvia,35-44,Male,6.3,2020-11-20
CRE0559,amoore,Food & Cooking,TikTok,Twitter/X,86588,Micro,0.0574,1286.52,2.1,2934,Zambia,25-34,Male,3.6,2021-01-25
CRE0560,christopher07,Technology & Software,LinkedIn,TikTok,466801,Mid,0.0115,5978.85,4.6,38152,Slovakia (Slovak Republic),25-34,Male,6.3,2019-11-04
CRE0561,denise61,Music & Audio Production,LinkedIn,YouTube,261570,Mid,0.0444,3043.62,5.7,32053,Swaziland,25-34,Male,4.3,2021-09-07
CRE0562,lwilliams,Music & Audio Production,Substack,LinkedIn,40983,Micro,0.4965,2585.56,0.6,5938,Niger,35-44,Male,1.5,2020-11-09
CRE0563,claudia48,Home Decor & Interior Design,Instagram,Twitter/X,584005,Macro,0.0478,9317.52,6.4,32485,Antarctica (the territory South of 60 deg S),18-24,Male,3.8,2022-11-06
CRE0564,elizabethmiller,Parenting & Family,Substack,TikTok,152636,Mid,0.3538,7095.64,4.3,10034,Lebanon,35-44,Male,5.2,2018-10-20
CRE0565,boydscott,Gaming & Esports,Substack,TikTok,436120,Mid,0.5396,23104.69,4.8,15005,Algeria,25-34,Mixed,5.3,2025-07-01
CRE0566,michellewatson,Beauty & Fashion,Twitter/X,Instagram,267457,Mid,0.0246,2171.1,2.5,29251,India,35-44,Male,2.2,2022-11-12
CRE0567,sherriphillips,Music & Audio Production,Instagram,YouTube,59456,Micro,0.0555,392.46,7.4,6190,France,25-34,Female,6.8,2020-06-10
CRE0568,cynthia35,Business & Entrepreneurship,Substack,LinkedIn,526100,Macro,0.3546,14374.66,5.0,20729,Dominica,35-44,Female,6.7,2019-07-14
CRE0569,blackleah,Finance & Investing,Substack,Instagram,337873,Mid,0.5235,8942.34,1.9,44616,Sri Lanka,35-44,Male,5.5,2022-07-02
CRE0570,colearthur,Beauty & Fashion,LinkedIn,TikTok,814616,Macro,0.0173,3970.92,6.0,36345,Panama,25-34,Male,5.8,2018-07-16
CRE0571,hcraig,Home Decor & Interior Design,TikTok,Twitter/X,69110,Micro,0.0744,1065.79,1.1,5594,Holy See (Vatican City State),35-44,Mixed,3.4,2020-08-06
CRE0572,carol98,Comedy & Entertainment,Substack,YouTube,413102,Mid,0.3787,9021.95,4.7,11060,Saudi Arabia,25-34,Male,6.4,2025-01-06
CRE0573,georgejohn,Technology & Software,YouTube,TikTok,91219,Micro,0.0158,920.33,7.8,8459,Cook Islands,25-34,Male,2.0,2023-09-29
CRE0574,judithjames,Parenting & Family,LinkedIn,Twitter/X,51591,Micro,0.0391,653.23,1.6,1815,Hungary,18-24,Female,4.0,2021-05-14
CRE0575,thompsonjulie,Music & Audio Production,LinkedIn,TikTok,44500,Micro,0.0154,238.15,3.8,1844,Ghana,45+,Female,4.3,2025-08-03
CRE0576,powersashley,Language Learning,YouTube,Instagram,17152,Micro,0.0268,93.49,4.0,707,Tonga,45+,Male,1.7,2023-10-08
CRE0577,bowmanalbert,Technology & Software,LinkedIn,Instagram,83512,Micro,0.0163,1015.76,1.4,2686,Zimbabwe,35-44,Female,6.0,2023-12-03
CRE0578,davidjones,Business & Entrepreneurship,Twitter/X,YouTube,807063,Macro,0.0206,4013.93,4.4,76027,Slovakia (Slovak Republic),45+,Female,2.5,2023-10-21
CRE0579,vdixon,Food & Cooking,TikTok,LinkedIn,2998,Nano,0.0411,48.7,1.7,91,Saudi Arabia,45+,Male,4.8,2021-03-28
CRE0580,robinsonmatthew,Finance & Investing,TikTok,Twitter/X,3752188,Mega,0.0748,53937.47,2.9,431880,Austria,25-34,Female,6.2,2025-06-08
CRE0581,james84,Home Decor & Interior Design,TikTok,Twitter/X,489965,Mid,0.1,5697.22,2.4,25091,Bahamas,45+,Female,1.1,2020-07-20
CRE0582,elizabeth34,Gaming & Esports,LinkedIn,Instagram,249388,Mid,0.0329,2807.83,1.4,20901,Eritrea,45+,Mixed,5.8,2021-09-11
CRE0583,hodgesderek,Beauty & Fashion,TikTok,Twitter/X,292653,Mid,0.0392,4421.68,2.5,28692,Niue,18-24,Male,5.9,2025-02-06
CRE0584,chadsoto,Gaming & Esports,LinkedIn,TikTok,148731,Mid,0.0243,444.5,7.8,16053,Cameroon,25-34,Male,4.2,2025-06-23
CRE0585,edwardskatie,Personal Development,YouTube,TikTok,67325,Micro,0.059,535.65,5.6,3975,Cape Verde,25-34,Mixed,3.6,2024-08-04
CRE0586,mitchellcheryl,Technology & Software,Twitter/X,Substack,15910,Micro,0.0251,141.99,3.7,513,Suriname,35-44,Male,2.5,2019-02-18
CRE0587,elizabethdiaz,Personal Development,YouTube,Instagram,96714,Micro,0.0195,1205.32,1.1,12957,Bahamas,35-44,Male,4.5,2023-04-27
CRE0588,amy33,Language Learning,Twitter/X,Instagram,678957,Macro,0.0224,9695.95,2.1,20483,Kiribati,35-44,Mixed,1.6,2024-03-17
CRE0589,amygarcia,Finance & Investing,YouTube,Substack,11743,Micro,0.0465,153.42,5.9,697,Germany,35-44,Mixed,5.0,2022-08-24
CRE0590,estephenson,Home Decor & Interior Design,YouTube,Instagram,11818,Micro,0.052,70.2,5.7,525,Northern Mariana Islands,18-24,Female,3.9,2019-11-05
CRE0591,arnoldjohn,Photography & Videography,LinkedIn,Twitter/X,949938,Macro,0.0262,6005.11,1.6,71097,France,18-24,Female,6.4,2023-03-18
CRE0592,washingtonmichael,Sustainable Living,LinkedIn,Instagram,8364,Nano,0.0203,79.01,2.7,1069,Cameroon,45+,Female,3.0,2019-05-15
CRE0593,patrickcheryl,Science & Space,LinkedIn,YouTube,886441,Macro,0.0143,12148.56,4.2,73745,Bahrain,45+,Female,5.3,2024-02-21
CRE0594,estestyler,Finance & Investing,LinkedIn,Twitter/X,390065,Mid,0.0192,1225.21,7.2,13731,Seychelles,35-44,Male,5.2,2018-06-14
CRE0595,oroman,Gaming & Esports,TikTok,LinkedIn,346017,Mid,0.0527,2217.57,7.4,45310,Estonia,45+,Female,6.3,2022-08-05
CRE0596,wdoyle,Science & Space,Substack,Instagram,288877,Mid,0.5315,18169.11,5.2,16384,Ireland,18-24,Mixed,3.9,2020-02-28
CRE0597,qlutz,Education & Online Courses,Instagram,TikTok,152902,Mid,0.0418,1504.1,2.1,3993,Burkina Faso,18-24,Male,6.3,2022-03-22
CRE0598,annagarcia,Gaming & Esports,Instagram,YouTube,968953,Macro,0.0108,7552.55,3.0,33735,Guam,25-34,Female,4.4,2023-09-03
CRE0599,ukramer,Business & Entrepreneurship,TikTok,Substack,124471,Mid,0.0629,2222.93,5.0,4174,Mayotte,18-24,Male,5.8,2019-06-18
CRE0600,zgarcia,Food & Cooking,Twitter/X,YouTube,153408,Mid,0.0124,1765.02,4.3,6399,Congo,18-24,Female,6.5,2019-12-24
