campaign_id,creator_id,campaign_type,niche,email_list_size,emails_sent,open_rate,click_rate,conversion_rate,unsubscribe_rate,revenue_generated_usd,revenue_per_email_usd,ai_generated_copy,send_date,send_day_of_week,subject_line_length,has_emoji_in_subject,sequence_number
EML0517,CRE0133,Promotional Offer,Sustainable Living,5068,4935,0.26,0.031,0.002,0.0107,2071.0,5.07,True,2026-01-22,Wednesday,71,True,2
EML0518,CRE0298,Abandoned Cart Recovery,Business & Entrepreneurship,9473,8842,0.6,0.173,0.0164,0.009,116422.41,11.84,False,2025-10-05,Friday,49,False,2
EML0519,CRE0448,Abandoned Cart Recovery,Beauty & Fashion,8641,8626,0.613,0.204,0.0121,0.0116,97143.63,8.99,True,2025-08-12,Monday,61,True,5
EML0520,CRE0350,Promotional Offer,Business & Entrepreneurship,10890,10071,0.194,0.029,0.0026,0.0097,5802.0,9.47,False,2025-09-17,Thursday,42,True,4
EML0521,CRE0251,Re-engagement,Language Learning,4770,4710,0.248,0.058,0.0068,0.0101,0.0,0.0,False,2025-08-08,Thursday,40,False,5
EML0522,CRE0176,New Content Alert,Gaming & Esports,14678,14018,0.284,0.085,0.0106,0.0139,0.0,0.0,False,2025-08-17,Friday,36,False,3
EML0523,CRE0107,Weekly Newsletter,Home Decor & Interior Design,12092,11871,0.323,0.033,0.0048,0.0035,0.0,0.0,False,2025-10-06,Tuesday,71,False,1
EML0524,CRE0577,Promotional Offer,Science & Space,845,778,0.264,0.029,0.0046,0.0025,538.25,8.32,True,2025-10-20,Tuesday,36,False,5
EML0525,CRE0577,Promotional Offer,Sustainable Living,1272,1193,0.319,0.068,0.0085,0.0073,1876.27,6.8,True,2025-06-16,Monday,58,False,5
EML0526,CRE0427,Promotional Offer,Home Decor & Interior Design,7078,6978,0.198,0.05,0.0046,0.0112,2662.74,3.8,False,2025-03-28,Wednesday,33,False,2
EML0527,CRE0114,Weekly Newsletter,Parenting & Family,2373,2216,0.333,0.071,0.0114,0.0036,0.0,0.0,True,2025-07-10,Thursday,55,False,4
EML0528,CRE0160,New Content Alert,Personal Development,12570,12190,0.233,0.033,0.003,0.0089,0.0,0.0,False,2026-01-08,Monday,37,True,1
EML0529,CRE0582,Promotional Offer,Travel & Adventure,13819,13142,0.306,0.054,0.0047,0.0045,13677.87,5.99,True,2025-11-29,Monday,61,False,4
EML0530,CRE0448,Promotional Offer,Science & Space,10785,10542,0.191,0.022,0.0032,0.0095,3430.62,7.57,False,2025-05-01,Monday,46,False,4
EML0531,CRE0241,Weekly Newsletter,Personal Development,6309,6195,0.344,0.049,0.0075,0.0013,0.0,0.0,True,2025-08-25,Wednesday,36,True,4
EML0532,CRE0308,New Content Alert,Education & Online Courses,8767,8394,0.349,0.115,0.0101,0.0066,0.0,0.0,False,2025-07-16,Monday,56,False,4
EML0533,CRE0212,New Content Alert,Food & Cooking,5982,5570,0.384,0.059,0.0072,0.0146,0.0,0.0,True,2025-07-08,Friday,38,False,3
EML0534,CRE0006,Product Launch,Photography & Videography,2326,2315,0.418,0.092,0.0168,0.0012,3810.51,4.26,True,2025-12-17,Tuesday,52,False,1
EML0535,CRE0525,Re-engagement,Business & Entrepreneurship,6710,6207,0.18,0.04,0.0047,0.0143,0.0,0.0,False,2025-03-31,Friday,39,True,5
EML0536,CRE0003,Re-engagement,Personal Development,12364,11652,0.195,0.042,0.0055,0.0097,0.0,0.0,False,2025-03-22,Monday,31,True,4
EML0537,CRE0464,Promotional Offer,Technology & Software,4262,4136,0.187,0.054,0.0073,0.003,378.73,0.88,False,2025-10-13,Wednesday,43,True,2
EML0538,CRE0081,Weekly Newsletter,Education & Online Courses,6583,6416,0.253,0.039,0.0057,0.0055,0.0,0.0,False,2025-04-27,Wednesday,65,True,2
EML0539,CRE0503,New Content Alert,Education & Online Courses,2556,2504,0.378,0.086,0.0067,0.0129,0.0,0.0,True,2025-12-12,Thursday,59,False,5
EML0540,CRE0452,Abandoned Cart Recovery,Sustainable Living,7738,7517,0.318,0.073,0.004,0.0077,20729.29,11.54,False,2025-05-24,Thursday,64,False,1
EML0541,CRE0269,Product Launch,Sustainable Living,1254,1197,0.31,0.043,0.0061,0.0066,1280.43,7.66,True,2025-07-25,Thursday,51,False,4
EML0542,CRE0113,Abandoned Cart Recovery,Parenting & Family,11606,10915,0.517,0.119,0.0092,0.0145,73045.88,10.23,True,2025-08-07,Tuesday,68,True,4
EML0543,CRE0139,Abandoned Cart Recovery,Photography & Videography,2072,1976,0.466,0.141,0.0166,0.0084,6984.13,5.13,False,2025-11-06,Tuesday,74,False,3
EML0544,CRE0405,Abandoned Cart Recovery,Music & Audio Production,14730,13770,0.489,0.154,0.0093,0.004,117692.21,10.61,False,2025-03-30,Friday,52,True,1
EML0545,CRE0470,Abandoned Cart Recovery,Food & Cooking,3494,3373,0.517,0.096,0.0167,0.0028,19266.32,11.11,True,2026-02-21,Monday,75,True,1
EML0546,CRE0296,Re-engagement,Music & Audio Production,7000,6955,0.15,0.035,0.0022,0.0136,0.0,0.0,True,2025-10-31,Monday,57,True,5
EML0547,CRE0064,Abandoned Cart Recovery,Parenting & Family,10805,10291,0.404,0.079,0.0047,0.0118,38692.44,11.22,True,2025-06-25,Thursday,53,False,1
EML0548,CRE0563,New Content Alert,Music & Audio Production,5459,5403,0.344,0.103,0.0179,0.0103,0.0,0.0,False,2025-07-27,Friday,33,False,1
EML0549,CRE0464,Promotional Offer,Language Learning,11377,10642,0.339,0.065,0.0042,0.0098,23991.24,9.57,True,2025-04-03,Monday,34,True,1
EML0550,CRE0494,Product Launch,Beauty & Fashion,11824,11719,0.472,0.06,0.0054,0.005,23372.93,6.98,True,2025-10-02,Friday,47,False,2
EML0551,CRE0021,Abandoned Cart Recovery,Science & Space,14727,13573,0.619,0.1,0.0192,0.0088,27803.84,3.05,True,2025-09-08,Wednesday,45,True,5
EML0552,CRE0577,Re-engagement,Music & Audio Production,4259,4189,0.158,0.022,0.0032,0.0134,0.0,0.0,False,2025-09-11,Friday,31,True,5
EML0553,CRE0255,Re-engagement,Sustainable Living,11286,10808,0.245,0.043,0.0032,0.0109,0.0,0.0,False,2025-08-29,Tuesday,71,False,1
EML0554,CRE0283,Product Launch,Photography & Videography,7735,7330,0.516,0.161,0.0195,0.0097,62267.25,9.69,False,2025-06-20,Monday,36,True,4
EML0555,CRE0436,Promotional Offer,Technology & Software,7563,7388,0.225,0.076,0.0066,0.0101,10824.7,8.37,False,2025-12-03,Tuesday,38,True,5
EML0556,CRE0333,Weekly Newsletter,Food & Cooking,5058,4907,0.321,0.111,0.0087,0.0014,0.0,0.0,False,2025-08-06,Tuesday,46,True,1
EML0557,CRE0580,Abandoned Cart Recovery,Home Decor & Interior Design,11856,11476,0.541,0.07,0.0138,0.004,38343.47,8.54,False,2026-02-27,Thursday,47,True,2
EML0558,CRE0499,Promotional Offer,Finance & Investing,9254,8774,0.306,0.099,0.0138,0.0081,27417.32,9.78,True,2025-05-29,Wednesday,50,True,2
EML0559,CRE0542,Abandoned Cart Recovery,Comedy & Entertainment,3152,2899,0.518,0.078,0.012,0.0095,14760.26,11.59,False,2025-05-26,Wednesday,66,False,1
EML0560,CRE0321,Promotional Offer,Science & Space,4455,4374,0.18,0.027,0.0036,0.0066,465.5,2.15,False,2025-09-01,Wednesday,31,False,1
EML0561,CRE0320,Promotional Offer,Pet Care,3738,3699,0.325,0.059,0.0049,0.0023,6716.06,9.37,False,2025-09-15,Thursday,32,True,3
EML0562,CRE0170,New Content Alert,Science & Space,13520,12885,0.271,0.033,0.0037,0.0108,0.0,0.0,True,2025-11-27,Wednesday,46,False,5
EML0563,CRE0336,Abandoned Cart Recovery,Education & Online Courses,1803,1743,0.57,0.19,0.0235,0.0016,22338.3,11.44,False,2025-08-05,Wednesday,75,True,4
EML0564,CRE0068,Re-engagement,Comedy & Entertainment,13701,12811,0.187,0.041,0.0029,0.0024,0.0,0.0,False,2026-01-26,Tuesday,70,False,1
EML0565,CRE0107,Re-engagement,Education & Online Courses,863,809,0.211,0.064,0.0047,0.0108,0.0,0.0,False,2025-11-10,Wednesday,68,True,1
EML0566,CRE0567,New Content Alert,Photography & Videography,12323,12034,0.335,0.056,0.0094,0.0033,0.0,0.0,False,2025-04-10,Wednesday,52,True,3
EML0567,CRE0407,New Content Alert,Travel & Adventure,11535,11531,0.35,0.093,0.0088,0.0063,0.0,0.0,False,2025-07-11,Friday,48,False,4
EML0568,CRE0568,Abandoned Cart Recovery,Finance & Investing,11413,10839,0.531,0.169,0.0128,0.0039,24785.43,2.42,False,2025-05-18,Thursday,47,False,4
EML0569,CRE0146,Abandoned Cart Recovery,Pet Care,9185,8536,0.61,0.121,0.0182,0.0099,70641.85,10.42,False,2025-06-15,Friday,40,True,5
EML0570,CRE0029,Abandoned Cart Recovery,Comedy & Entertainment,3718,3554,0.429,0.124,0.0221,0.0133,8840.89,4.47,False,2025-11-17,Friday,47,False,4
EML0571,CRE0218,Weekly Newsletter,Education & Online Courses,6036,6035,0.336,0.117,0.0096,0.0139,0.0,0.0,False,2025-09-04,Friday,39,True,5
EML0572,CRE0291,Product Launch,Science & Space,5097,4948,0.388,0.053,0.0072,0.0041,10733.03,10.24,False,2025-03-20,Tuesday,38,True,3
EML0573,CRE0463,Product Launch,Language Learning,474,439,0.42,0.062,0.0086,0.004,153.05,1.24,False,2025-06-24,Thursday,66,False,1
EML0574,CRE0489,New Content Alert,Education & Online Courses,7716,7153,0.317,0.059,0.0056,0.0018,0.0,0.0,False,2025-09-18,Friday,74,True,4
EML0575,CRE0140,Weekly Newsletter,Pet Care,8431,8205,0.383,0.104,0.01,0.0113,0.0,0.0,True,2025-10-18,Monday,55,True,3
EML0576,CRE0222,Product Launch,Photography & Videography,3737,3728,0.427,0.081,0.0161,0.0051,10430.61,8.07,True,2026-03-02,Thursday,55,False,4
EML0577,CRE0352,Product Launch,Travel & Adventure,7513,7502,0.462,0.08,0.0127,0.0093,18743.43,6.75,False,2026-03-11,Thursday,59,True,5
EML0578,CRE0359,New Content Alert,Technology & Software,5496,5061,0.409,0.104,0.0092,0.0125,0.0,0.0,False,2026-02-04,Wednesday,30,True,3
EML0579,CRE0423,Re-engagement,Pet Care,8617,8385,0.218,0.063,0.0056,0.0058,0.0,0.0,True,2025-07-14,Monday,55,False,5
EML0580,CRE0038,Promotional Offer,Food & Cooking,5034,4823,0.176,0.052,0.009,0.0019,1663.17,3.61,True,2025-03-24,Thursday,45,False,3
EML0581,CRE0565,New Content Alert,Education & Online Courses,8928,8701,0.381,0.102,0.0164,0.0099,0.0,0.0,True,2026-03-16,Monday,69,True,1
EML0582,CRE0097,Product Launch,Travel & Adventure,4118,3996,0.438,0.141,0.0166,0.0088,10071.05,3.96,True,2025-07-21,Wednesday,32,True,4
EML0583,CRE0166,New Content Alert,Home Decor & Interior Design,14310,13764,0.286,0.053,0.0053,0.0073,0.0,0.0,True,2025-12-18,Friday,36,False,4
EML0584,CRE0558,Product Launch,Education & Online Courses,2421,2280,0.275,0.03,0.0036,0.0113,511.32,2.56,True,2026-01-02,Tuesday,46,True,1
EML0585,CRE0274,Product Launch,Business & Entrepreneurship,3794,3764,0.369,0.079,0.0043,0.0094,5098.61,4.61,True,2025-10-14,Wednesday,55,False,4
EML0586,CRE0503,Product Launch,Personal Development,6410,6053,0.525,0.112,0.0059,0.0085,42967.51,11.4,True,2026-02-19,Monday,46,False,3
EML0587,CRE0481,Weekly Newsletter,Business & Entrepreneurship,3223,3056,0.34,0.07,0.0065,0.0091,0.0,0.0,False,2026-02-11,Monday,43,True,2
EML0588,CRE0322,Abandoned Cart Recovery,Science & Space,7577,7490,0.334,0.034,0.0058,0.0106,1454.15,1.69,True,2026-01-01,Monday,63,True,5
EML0589,CRE0029,New Content Alert,Comedy & Entertainment,13912,13170,0.382,0.049,0.0094,0.0112,0.0,0.0,True,2025-04-01,Friday,35,False,2
EML0590,CRE0241,Abandoned Cart Recovery,Pet Care,11424,10947,0.384,0.092,0.007,0.0032,30067.24,7.45,True,2025-04-19,Tuesday,71,True,3
EML0591,CRE0363,Promotional Offer,Technology & Software,5817,5436,0.348,0.116,0.0141,0.0135,22261.0,9.48,True,2025-06-18,Wednesday,54,True,3
EML0592,CRE0555,Promotional Offer,Sustainable Living,10344,9827,0.288,0.076,0.0138,0.0038,11750.65,5.19,False,2025-04-22,Tuesday,66,True,2
EML0593,CRE0245,Abandoned Cart Recovery,Parenting & Family,12231,12099,0.626,0.104,0.0107,0.002,15368.34,1.93,True,2025-09-19,Wednesday,65,True,2
EML0594,CRE0483,Promotional Offer,Music & Audio Production,8874,8452,0.181,0.035,0.0047,0.0023,3564.14,6.34,False,2025-04-05,Tuesday,39,False,2
EML0595,CRE0313,Product Launch,Gaming & Esports,12340,12181,0.445,0.073,0.007,0.0077,2806.05,0.7,False,2026-01-18,Tuesday,75,True,1
EML0596,CRE0491,Weekly Newsletter,Parenting & Family,12727,12427,0.293,0.083,0.0043,0.0032,0.0,0.0,False,2025-08-15,Friday,33,False,2
EML0597,CRE0121,Weekly Newsletter,Technology & Software,552,549,0.253,0.037,0.0035,0.0124,0.0,0.0,False,2025-04-18,Monday,59,True,1
EML0598,CRE0270,Weekly Newsletter,Comedy & Entertainment,1061,1050,0.277,0.029,0.0025,0.0034,0.0,0.0,False,2025-04-10,Friday,43,False,2
EML0599,CRE0163,New Content Alert,Technology & Software,11486,10785,0.32,0.072,0.0135,0.0128,0.0,0.0,False,2025-11-27,Thursday,43,False,4
EML0600,CRE0267,New Content Alert,Personal Development,5079,4715,0.408,0.089,0.0162,0.0073,0.0,0.0,False,2025-08-30,Tuesday,48,True,5
EML0601,CRE0260,Abandoned Cart Recovery,Travel & Adventure,3428,3352,0.576,0.2,0.0131,0.0098,8648.43,2.19,False,2025-06-24,Wednesday,32,True,1
EML0602,CRE0448,Abandoned Cart Recovery,Gaming & Esports,10988,10353,0.619,0.175,0.0157,0.0089,107600.87,9.04,True,2025-09-25,Friday,53,True,5
EML0603,CRE0152,Promotional Offer,Travel & Adventure,5481,5079,0.234,0.027,0.0024,0.0145,1592.93,4.6,True,2026-02-23,Tuesday,57,True,2
EML0604,CRE0190,Promotional Offer,Travel & Adventure,7587,7203,0.234,0.067,0.0046,0.004,6387.56,5.37,True,2025-04-28,Monday,41,False,4
EML0605,CRE0182,Promotional Offer,Photography & Videography,629,597,0.189,0.056,0.01,0.0149,459.36,6.9,True,2025-10-12,Tuesday,74,False,1
EML0606,CRE0400,Weekly Newsletter,Technology & Software,6681,6248,0.345,0.102,0.0125,0.0019,0.0,0.0,False,2025-09-17,Thursday,65,False,5
EML0607,CRE0555,Promotional Offer,Travel & Adventure,14324,13925,0.278,0.096,0.0155,0.0065,14947.11,3.91,True,2025-07-18,Monday,53,True,2
EML0608,CRE0161,Weekly Newsletter,Photography & Videography,6625,6367,0.39,0.053,0.0091,0.0039,0.0,0.0,True,2026-01-02,Thursday,39,False,2
EML0609,CRE0523,Weekly Newsletter,Sustainable Living,14143,14079,0.212,0.035,0.0034,0.0083,0.0,0.0,True,2026-02-01,Friday,53,False,1
EML0610,CRE0026,Re-engagement,Technology & Software,6088,5653,0.181,0.052,0.0082,0.0113,0.0,0.0,False,2026-01-27,Tuesday,45,True,3
EML0611,CRE0548,Abandoned Cart Recovery,Parenting & Family,3847,3742,0.601,0.119,0.0226,0.0049,25394.83,9.23,True,2025-09-07,Wednesday,44,False,5
EML0612,CRE0439,Product Launch,Travel & Adventure,12162,11271,0.525,0.06,0.0095,0.0025,9002.92,2.35,False,2025-07-29,Monday,60,True,1
EML0613,CRE0421,New Content Alert,Business & Entrepreneurship,8690,8528,0.294,0.093,0.0115,0.0125,0.0,0.0,True,2025-05-29,Wednesday,55,False,1
EML0614,CRE0537,Product Launch,Gaming & Esports,11496,10769,0.527,0.165,0.0124,0.0038,46982.83,4.7,True,2025-11-08,Wednesday,69,True,2
EML0615,CRE0532,Product Launch,Sustainable Living,5703,5299,0.48,0.068,0.0051,0.0064,16995.12,9.13,True,2025-07-01,Friday,65,True,1
EML0616,CRE0127,Product Launch,Language Learning,2730,2590,0.313,0.065,0.0081,0.0117,455.44,0.82,False,2026-02-21,Wednesday,62,True,3
EML0617,CRE0108,Promotional Offer,Technology & Software,11148,10626,0.336,0.081,0.0161,0.0095,35164.52,11.59,True,2026-02-02,Wednesday,66,False,5
EML0618,CRE0091,Abandoned Cart Recovery,Finance & Investing,14293,14279,0.463,0.085,0.0118,0.0022,46518.83,8.27,False,2025-08-26,Tuesday,56,False,5
EML0619,CRE0448,Abandoned Cart Recovery,Science & Space,11312,11122,0.459,0.117,0.0111,0.0077,52426.24,8.63,True,2025-05-11,Wednesday,61,True,4
EML0620,CRE0486,Abandoned Cart Recovery,Finance & Investing,10617,10550,0.372,0.108,0.0167,0.0038,12967.08,3.04,False,2026-02-21,Tuesday,31,True,3
EML0621,CRE0493,Weekly Newsletter,Music & Audio Production,5794,5454,0.261,0.059,0.0104,0.0103,0.0,0.0,True,2025-10-08,Thursday,31,True,2
EML0622,CRE0437,Weekly Newsletter,Business & Entrepreneurship,4870,4567,0.284,0.044,0.0068,0.0078,0.0,0.0,True,2025-05-17,Friday,50,True,5
EML0623,CRE0287,Promotional Offer,Science & Space,8025,7527,0.186,0.053,0.0079,0.0085,6463.32,8.17,True,2025-11-22,Tuesday,54,True,3
EML0624,CRE0334,Abandoned Cart Recovery,Travel & Adventure,1773,1712,0.492,0.121,0.0126,0.0132,10227.82,9.69,True,2025-07-24,Thursday,51,False,5
EML0625,CRE0154,Re-engagement,Education & Online Courses,3099,3092,0.184,0.055,0.0099,0.01,0.0,0.0,True,2025-10-17,Thursday,54,True,5
EML0626,CRE0391,Promotional Offer,Food & Cooking,5276,4877,0.213,0.059,0.0103,0.0013,5960.68,8.99,False,2025-10-14,Thursday,31,False,2
EML0627,CRE0108,Weekly Newsletter,Language Learning,9793,9312,0.237,0.077,0.0079,0.0031,0.0,0.0,False,2026-01-06,Tuesday,33,False,1
EML0628,CRE0464,Re-engagement,Sustainable Living,10079,9920,0.204,0.027,0.0044,0.0053,0.0,0.0,True,2025-12-09,Monday,65,False,5
EML0629,CRE0040,Weekly Newsletter,Gaming & Esports,642,628,0.271,0.067,0.0034,0.0074,0.0,0.0,True,2025-09-28,Tuesday,56,True,4
EML0630,CRE0019,Weekly Newsletter,Home Decor & Interior Design,1124,1076,0.327,0.041,0.0045,0.0047,0.0,0.0,False,2025-03-20,Monday,54,False,3
EML0631,CRE0196,Product Launch,Finance & Investing,12900,12716,0.478,0.063,0.0084,0.0128,6914.78,1.78,False,2025-06-01,Friday,64,False,2
EML0632,CRE0280,Product Launch,Travel & Adventure,14914,14602,0.461,0.098,0.0193,0.0035,25334.3,3.76,False,2025-12-02,Tuesday,38,True,1
EML0633,CRE0105,Re-engagement,Technology & Software,4812,4621,0.246,0.077,0.0128,0.0023,0.0,0.0,True,2026-02-11,Tuesday,55,False,4
EML0634,CRE0507,Product Launch,Parenting & Family,7070,6934,0.478,0.132,0.0173,0.0133,52147.77,11.69,True,2026-03-17,Friday,75,False,2
EML0635,CRE0293,Abandoned Cart Recovery,Science & Space,2661,2490,0.404,0.089,0.0116,0.0067,2631.17,2.75,True,2026-02-13,Tuesday,69,True,1
EML0636,CRE0084,Promotional Offer,Language Learning,4193,4033,0.309,0.031,0.0042,0.0077,3289.49,8.19,True,2026-01-30,Friday,63,False,2
EML0637,CRE0411,Weekly Newsletter,Technology & Software,7967,7830,0.227,0.075,0.0124,0.0144,0.0,0.0,False,2025-07-25,Monday,51,False,3
EML0638,CRE0239,Product Launch,Finance & Investing,10802,10423,0.52,0.092,0.0073,0.0036,54312.28,10.51,False,2026-02-04,Wednesday,39,False,2
EML0639,CRE0303,Re-engagement,Travel & Adventure,368,355,0.137,0.021,0.0019,0.0038,0.0,0.0,True,2026-03-01,Wednesday,71,False,3
EML0640,CRE0511,Weekly Newsletter,Food & Cooking,5683,5235,0.243,0.051,0.0039,0.0023,0.0,0.0,False,2025-12-31,Thursday,70,False,1
EML0641,CRE0223,Re-engagement,Finance & Investing,12458,12125,0.144,0.034,0.0025,0.0073,0.0,0.0,True,2025-04-21,Wednesday,52,True,2
EML0642,CRE0172,Promotional Offer,Food & Cooking,10394,10162,0.247,0.086,0.0076,0.0142,13821.41,6.26,False,2025-04-24,Monday,32,True,2
EML0643,CRE0422,Product Launch,Home Decor & Interior Design,10911,10823,0.465,0.144,0.0091,0.0016,6794.59,0.93,False,2025-11-22,Tuesday,66,True,1
EML0644,CRE0385,Re-engagement,Finance & Investing,6245,5966,0.129,0.037,0.0026,0.007,0.0,0.0,False,2025-06-15,Wednesday,33,True,1
EML0645,CRE0083,Weekly Newsletter,Personal Development,5053,4882,0.336,0.11,0.0092,0.0126,0.0,0.0,False,2025-11-22,Wednesday,52,False,4
EML0646,CRE0356,Re-engagement,Technology & Software,7657,7194,0.237,0.028,0.0022,0.0055,0.0,0.0,False,2025-03-19,Thursday,40,False,3
EML0647,CRE0455,New Content Alert,Food & Cooking,13810,13372,0.361,0.102,0.0072,0.0069,0.0,0.0,True,2025-04-12,Wednesday,54,True,1
EML0648,CRE0059,Promotional Offer,Personal Development,7316,7303,0.266,0.054,0.0086,0.005,4350.6,4.14,True,2026-02-08,Tuesday,42,False,5
EML0649,CRE0251,Weekly Newsletter,Food & Cooking,10806,9953,0.237,0.038,0.005,0.0083,0.0,0.0,False,2025-08-21,Monday,40,True,4
EML0650,CRE0522,Re-engagement,Technology & Software,3804,3793,0.142,0.032,0.0061,0.0052,0.0,0.0,False,2025-07-24,Monday,73,False,2
EML0651,CRE0223,Weekly Newsletter,Pet Care,9117,8750,0.218,0.032,0.002,0.0106,0.0,0.0,True,2025-08-01,Thursday,55,False,4
EML0652,CRE0086,New Content Alert,Sustainable Living,13250,13190,0.355,0.111,0.0198,0.0105,0.0,0.0,True,2025-08-29,Wednesday,75,False,2
EML0653,CRE0356,Product Launch,Language Learning,12043,11099,0.362,0.064,0.0082,0.005,15764.19,5.65,False,2025-04-24,Thursday,68,True,2
EML0654,CRE0500,Product Launch,Personal Development,4685,4560,0.269,0.064,0.0123,0.0033,2750.4,3.41,True,2026-01-29,Tuesday,37,False,1
EML0655,CRE0508,Promotional Offer,Travel & Adventure,11444,10579,0.327,0.047,0.008,0.0114,3675.95,2.09,False,2026-01-18,Friday,43,False,3
EML0656,CRE0278,New Content Alert,Music & Audio Production,8556,8007,0.396,0.099,0.0132,0.0125,0.0,0.0,True,2025-10-11,Friday,30,False,4
EML0657,CRE0387,Abandoned Cart Recovery,Personal Development,3475,3250,0.333,0.073,0.0099,0.0094,946.11,1.12,True,2025-06-01,Friday,48,False,5
EML0658,CRE0172,Promotional Offer,Pet Care,7578,7130,0.202,0.021,0.0033,0.0088,829.36,2.58,True,2025-07-31,Friday,56,True,1
EML0659,CRE0297,Weekly Newsletter,Gaming & Esports,933,859,0.233,0.074,0.0064,0.0102,0.0,0.0,True,2025-05-01,Thursday,48,False,2
EML0660,CRE0208,New Content Alert,Photography & Videography,14688,14267,0.294,0.098,0.014,0.01,0.0,0.0,False,2026-02-22,Friday,48,False,1
EML0661,CRE0358,Weekly Newsletter,Photography & Videography,5382,5108,0.309,0.047,0.0082,0.0076,0.0,0.0,False,2025-06-25,Monday,59,True,3
EML0662,CRE0317,Product Launch,Sustainable Living,4964,4670,0.452,0.133,0.0146,0.0126,27424.41,9.19,True,2025-07-02,Wednesday,51,False,5
EML0663,CRE0562,Promotional Offer,Language Learning,1872,1867,0.304,0.079,0.0084,0.0073,4895.92,10.89,False,2025-11-03,Wednesday,38,True,3
EML0664,CRE0390,New Content Alert,Gaming & Esports,5973,5788,0.304,0.086,0.0061,0.0049,0.0,0.0,False,2025-07-20,Thursday,48,False,3
EML0665,CRE0577,Weekly Newsletter,Personal Development,9295,9183,0.25,0.067,0.0088,0.0127,0.0,0.0,True,2026-03-17,Wednesday,47,False,1
EML0666,CRE0347,Abandoned Cart Recovery,Music & Audio Production,4702,4593,0.54,0.167,0.0279,0.0112,20353.27,4.8,False,2025-11-24,Thursday,74,False,5
EML0667,CRE0328,Re-engagement,Travel & Adventure,5371,5214,0.216,0.074,0.0132,0.0053,0.0,0.0,True,2025-09-12,Monday,66,True,5
EML0668,CRE0291,Re-engagement,Technology & Software,5347,5000,0.186,0.051,0.0061,0.0109,0.0,0.0,False,2026-02-11,Wednesday,46,False,4
EML0669,CRE0021,Promotional Offer,Business & Entrepreneurship,12016,11534,0.263,0.051,0.0044,0.0082,3674.69,2.28,True,2025-11-10,Tuesday,56,True,1
EML0670,CRE0101,Re-engagement,Gaming & Esports,13194,12582,0.194,0.039,0.0032,0.0098,0.0,0.0,False,2025-09-23,Thursday,67,True,5
EML0671,CRE0065,Promotional Offer,Personal Development,1806,1771,0.216,0.057,0.004,0.0029,1431.96,6.44,False,2025-07-08,Monday,50,True,1
EML0672,CRE0203,Re-engagement,Pet Care,9561,8978,0.134,0.028,0.0032,0.0012,0.0,0.0,True,2026-02-26,Tuesday,67,True,4
EML0673,CRE0104,Weekly Newsletter,Language Learning,6556,6149,0.279,0.066,0.0043,0.0093,0.0,0.0,True,2025-12-01,Tuesday,61,False,4
EML0674,CRE0155,New Content Alert,Technology & Software,1872,1847,0.388,0.113,0.0084,0.0149,0.0,0.0,True,2025-10-27,Monday,73,True,5
EML0675,CRE0559,New Content Alert,Gaming & Esports,914,885,0.278,0.072,0.0085,0.0091,0.0,0.0,False,2026-01-12,Thursday,35,True,1
EML0676,CRE0058,Promotional Offer,Parenting & Family,11492,10749,0.186,0.03,0.0021,0.006,1442.82,2.25,True,2026-01-05,Friday,70,True,4
EML0677,CRE0518,Product Launch,Beauty & Fashion,5439,5426,0.514,0.158,0.0221,0.0036,6669.85,1.51,True,2025-03-28,Monday,58,True,1
EML0678,CRE0439,New Content Alert,Music & Audio Production,7241,6715,0.298,0.039,0.006,0.0096,0.0,0.0,True,2025-08-17,Friday,65,False,3
EML0679,CRE0422,Abandoned Cart Recovery,Finance & Investing,1649,1578,0.465,0.14,0.0217,0.0017,2018.18,1.88,True,2025-06-18,Thursday,55,True,4
EML0680,CRE0474,Re-engagement,Science & Space,4235,4019,0.242,0.063,0.0108,0.0142,0.0,0.0,True,2025-06-22,Thursday,73,True,5
EML0681,CRE0021,Abandoned Cart Recovery,Home Decor & Interior Design,5491,5296,0.41,0.071,0.0121,0.0122,7352.78,4.6,False,2025-09-30,Wednesday,41,False,2
EML0682,CRE0044,Re-engagement,Personal Development,14652,14306,0.19,0.062,0.0098,0.0099,0.0,0.0,True,2025-09-23,Friday,71,False,4
EML0683,CRE0390,Abandoned Cart Recovery,Comedy & Entertainment,13068,12079,0.395,0.123,0.0121,0.0108,44570.6,7.02,False,2025-11-16,Friday,55,False,1
EML0684,CRE0028,Product Launch,Science & Space,11557,11349,0.494,0.115,0.0112,0.0071,36307.39,5.53,True,2025-05-07,Monday,40,False,4
EML0685,CRE0395,New Content Alert,Parenting & Family,11480,11270,0.341,0.04,0.0062,0.0081,0.0,0.0,False,2025-09-01,Tuesday,45,True,5
EML0686,CRE0545,New Content Alert,Sustainable Living,548,512,0.374,0.121,0.0209,0.0072,0.0,0.0,True,2025-07-27,Wednesday,52,True,5
EML0687,CRE0206,Weekly Newsletter,Music & Audio Production,2871,2818,0.252,0.033,0.0042,0.0038,0.0,0.0,True,2025-07-29,Monday,58,True,1
EML0688,CRE0230,Product Launch,Travel & Adventure,5043,4692,0.316,0.085,0.0169,0.0128,4090.74,3.02,True,2025-04-24,Friday,41,True,5
EML0689,CRE0553,Re-engagement,Photography & Videography,6109,6040,0.162,0.054,0.0059,0.0133,0.0,0.0,True,2025-12-30,Thursday,46,True,1
